,statistic,value,weight,T,K,p,noise_std,signal,experiment,dgp,split,floor_start,floor_decay,noise_form,bandit_model,batch_size,time_explore,policy,policy_value
0,Bias,-0.04893341129634865,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0015084573894563896,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.002138030614285108,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0025820745357321385,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.018515715268795543,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.002280959891445484,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.006487708195699993,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0001558439660631898,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.02500287496619369,uniform,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0025413025499071403,uniform,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.017611857341660375,propscore_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0015736977783242028,propscore_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.024989014205855753,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0002666029370051036,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.016818365941650704,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0016770466029038973,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.02956386746658468,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.00031621162804762053,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.13592281134617534,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.00015303825032161205,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,0.10115859071351788,uniform,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.002140954439821472,uniform,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.04771945832622321,propscore_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0015162981664582967,propscore_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,0.006468834947464447,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.00036034134200357967,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,0.01698548756372195,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0011622981726921741,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,0.014628681565615115,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0003380000605292795,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,0.0481634487167589,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.00015225549400810042,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.1261614656797115,uniform,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.0007644366768971672,uniform,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.007908737599977456,propscore_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.0031237749734012252,propscore_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,-0.0606161653853719,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.0016193961993793517,propscore_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,-0.059155142633267016,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.001511530618691753,lvdl_expected,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,-0.07714777330650999,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.0013221194429307956,lvdl_X,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,-0.18408626006293427,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.00015874475989489627,DM,7000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,-0.06187839073012248,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.010095498306196738,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.00878577432985582,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0030661949368494834,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.0038609700276067,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.00325446992553362,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.03262659188437918,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.003279610301337741,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.026834213208540042,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0035328249919999513,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.004626413102896826,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.001126013342442075,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,-0.11738711792595652,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.010889147892628067,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.003024634005255211,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.00961633309485608,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.08481431182835564,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.00269803643304133,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.01955687729110822,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.009314186326448514,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.07295446836672004,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.003498240532345043,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.14434626770743525,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0011166532358922031,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.003222234887528902,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.008482582711141063,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.037848814042824586,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.011550667480599705,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.07646712271803632,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.005793973471657695,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.029580333805099307,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.011140351388930226,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.06109145128987015,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.006515472778180318,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,0.07922818321476552,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0011111511631916788,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.1141648830384277,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.01729246458950027,uniform,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.10516814410330777,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.014741726174831717,propscore_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.06293264234622342,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.011236615641292615,propscore_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.04816539338343595,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.015515626465100176,lvdl_expected,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.022671556944651505,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.012896840687928951,lvdl_X,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,-0.2235744509222008,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.0011591996120816513,DM,1000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.04513670883564541,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.00862847328410121,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.015659685129428752,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0021953265563244683,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.024055438273709706,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0022744258348345006,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.024515519261986918,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.00275784752137316,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.030614779631135847,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0027449406121311903,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.02853983589068282,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0003564632811965306,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.010919421274006469,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0022505799454421932,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,0.062640271120327,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.004229256045008887,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.03521636544754814,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0008550171127527514,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,0.051651490466333105,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0036465805323799318,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.01918503267649041,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0010188194876929301,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.13500443612697943,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0003506257028678658,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.006079210063210244,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0030325755111262342,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.04136609416223752,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.004026135655604642,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.05206534552244135,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.001225952151567917,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.017415060993097004,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.003554231068444894,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.05143548067551329,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0014192751600541544,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,0.05427941454157406,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.00034926471977343406,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,0.016998631337216685,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.002982960074466366,uniform,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.09827776416885076,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.006686345183712741,propscore_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.0716689487914991,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.003568735024176313,propscore_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.06082337665740356,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.0046113716647985725,lvdl_expected,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.05632752953187925,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.0031211749483950673,lvdl_X,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,-0.18928385066855358,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
1,Var,0.00036673040966305625,DM,3000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal-best_arm,0.26093983232444207
0,Bias,0.10233999604733968,uniform,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.006906352109535249,uniform,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.026224591837813394,propscore_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0018841955682366832,propscore_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.03137860747415128,propscore_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0019283355760476995,propscore_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.047788000300391625,lvdl_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.0023761961083234606,lvdl_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.04999892026700703,lvdl_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.002309013560223485,lvdl_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.026858968462418392,DM,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
1,Var,0.00021577694642524461,DM,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,random,0.125
0,Bias,0.04457687957024836,uniform,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.001111022153584431,uniform,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,0.07070968526210786,propscore_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0027904616935743127,propscore_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.011424933061692732,propscore_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0005558710243787465,propscore_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,0.06053800223245309,lvdl_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.0020247227202247857,lvdl_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,0.005758718454380585,lvdl_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.000598479846770532,lvdl_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.11683505722302617,DM,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
1,Var,0.00021168502642102198,DM,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,optimal,0.5
0,Bias,-0.04969550439096923,uniform,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.011211777171845605,uniform,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.025474442998123598,propscore_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0025660371199766442,propscore_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.04620688808826803,propscore_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
1,Var,0.0006765514220733835,propscore_X,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
0,Bias,-0.031325612603759656,lvdl_expected,5000,4,3,1,0.5,synthetic_signal,tree,0.5,0.25,0.8,normal,RegionModel,100,200,best_arm,0.23906016767555796
